Site;Layer LTE;LTE detail;CelleLTE_Configurate;Admnistrative_State;Baseband 5216;Baseband 6620;Baseband 6630;Baseband R503;Presenza Baseband;DUS3101;DUS3102;DUS4101;DUS4102;Presenza DUS;#Radio;#RRU;#RU;BB/DU Presenti;0
FY30;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
FY31;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
FY32;2;L18L26;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
FY33;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;3;;2;DUS41;
FY34;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
FY35;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
FY36;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY37;2;L8L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
FY38;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
FY3C;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY3E;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
FY3F;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY40;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
FY42;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY43;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY44;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
FY45;1;L26;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
FY46;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
FY47;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
FY49;3;L8L18L26;8;8;;;;;;;;2;;#2 DUS4101;6;;4;DUS41;
FY4A;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
FY4B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
FY4C;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
FY4D;3;L8L18L21;6;4;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
FY4E;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY4F;3;L18L21L26;9;6;;;2;;#2 Baseband 6630;;;;;;6;;;BB6630;
FY50;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;9;;DUS41;
FY52;1;L26;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
FY54;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;3;6;BB6630;
FY55;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY56;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY57;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
FY59;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
FY5A;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY5B;4;L8L18L21L26;12;6;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY5D;3;L18L21L26;9;6;;;2;;#2 Baseband 6630;;;;;;6;;;BB6630;
FY5E;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY5F;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY60;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
FY61;2;L8L18;5;5;;;1;;#1 Baseband 6630;;;;;;;;10;BB6630;
FY63;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY64;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY66;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;3;;BB5216+R503;
FY67;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;;;6;BB5216;
FY68;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
FY6A;3;L18L21L26;9;6;;;2;;#2 Baseband 6630;;;;;;6;;;BB6630;
FY6B;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY70;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;3;;6;BB6630;
FY71;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
FY72;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
FY73;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
FY74;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
FY75;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
FY76;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
FY77;2;L18L26;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
FY78;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
FY79;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
FY7E;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
FY81;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
FY84;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
FY86;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
FY88;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
FY89;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
FY8B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
FY90;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
FY92;3;L8L18L21;9;6;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
FY93;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;5;DUS41;
FY96;4;L8L18L21L26;12;9;;;2;;#2 Baseband 6630;;;;;;12;;;BB6630;
FY98;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
GE01;2;L18L26;2;2;;;1;;#1 Baseband 6630;;;;;;;;4;BB6630;
GE02;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE03;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE04;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;;6;;DUS41;
GE05;2;L8L18;2;2;;;;;;;;1;;#1 DUS4101;1;1;;DUS41;
GE08;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
GE09;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE0A;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;;12;DUS41;
GE0B;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE0D;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
GE0E;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE0F;1;L8;1;1;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE10;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;9;;;BB6630;
GE11;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
GE12;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;6;3;;BB5216+R503;
GE14;1;L8;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
GE15;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE16;3;L8L18L26;11;11;;;1;;#1 Baseband 6630;;;;;;5;9;;BB6630;
GE17;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
GE18;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
GE19;3;L8L18L26;5;5;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;1;6;;BB5216+R503;
GE1B;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE1C;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE1D;1;L8;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
GE1E;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
GE1F;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE20;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE21;5;L8L15L18L21L26;15;15;;;2;;#2 Baseband 6630;;;;;;15;;;BB6630;
GE22;3;L8L18L26;9;9;;;;;;;;;2;#2 DUS4102;;12;;DUS41;
GE23;2;L8L18;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
GE24;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;9;;BB5216+R503;
GE25;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;9;;DUS41;
GE26;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;;12;BB6630;
GE28;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE29;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE2A;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GE2B;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE2C;1;L26;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE2F;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
GE31;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE32;1;L21;2;2;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE33;1;L8;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE34;3;L8L18L21;5;5;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
GE36;3;L8L18L21;6;6;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
GE37;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE38;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE3B;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE3C;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE3D;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE3E;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE40;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE42;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GE43;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
GE46;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE47;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
GE48;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GE49;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;3;DUS41;
GE4A;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE4B;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE4C;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE4D;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
GE4E;2;L8L21;4;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE4F;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
GE50;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
GE51;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;2;;DUS41;
GE52;3;L8L18L26;6;6;;;;;;;;;2;#2 DUS4102;;6;;DUS41;
GE54;1;L8;1;1;;;;;;;;1;;#1 DUS4101;;;1;DUS41;
GE55;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GE56;1;L8;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
GE57;2;L8L18;5;5;;;;;;;;;1;#1 DUS4102;2;3;;DUS41;
GE58;2;L18L26;5;4;;;;;;;;;1;#1 DUS4102;2;;4;DUS41;
GE59;1;L18;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE5A;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE5B;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE5D;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE5E;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE5F;3;L8L18L26;9;9;;;;;;;;1;1;#1 DUS4101 #1 DUS4102;3;;12;DUS41;
GE60;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE61;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE62;2;L8L18;5;5;;;;;;;;1;;#1 DUS4101;3;;4;DUS41;
GE63;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;;3;DUS41;
GE64;3;L8L18L26;9;9;;;;;;;;2;;#2 DUS4101;;9;;DUS41;
GE66;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;;;3;BB5216;
GE67;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE68;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
GE6A;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE6B;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE6C;2;L18L26;6;6;;;;;;;;;1;#1 DUS4102;3;;6;DUS41;
GE6D;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GE6E;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE70;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GE71;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE72;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE74;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GE75;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GE77;3;L8L18L26;6;6;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;4;2;;BB5216+R503;
GE78;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE7B;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GE7C;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;;4;DUS41;
GE7D;1;L18;1;1;;;;;;;;1;;#1 DUS4101;;;2;DUS41;
GE7E;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE80;2;L8L18;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
GE81;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE82;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;2;4;DUS41;
GE84;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE88;1;L18;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE89;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE8B;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GE8C;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GE8D;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
GE8E;1;L18;3;2;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
GE90;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE91;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GE92;3;L8L18L26;6;6;;;;;;;;;2;#2 DUS4102;4;2;;DUS41;
GE93;1;L18;2;2;;;;;;;;1;;#1 DUS4101;;4;;DUS41;
GE94;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GE95;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE96;1;L21;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GE97;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
GE98;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
GE99;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE9B;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GE9D;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;1;#1 DUS4102;;;12;BB6630;
GEA1;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
GEA3;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
GEA4;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;8;;;BB6630;
GEA8;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
GEA9;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
GEAA;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GEAD;1;L18;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GEAE;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
GEAF;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
GEB0;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;2;2;;DUS41;
GEB1;1;L18;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
GEB2;1;L18;1;1;;;1;;#1 Baseband 6630;;;;;;1;;;BB6630;
GEB3;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
GEB5;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GEB6;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GEB7;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GEB9;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GEBB;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GEBC;1;L8;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GEBD;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GEBE;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
GEBF;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GEC0;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
GEC1;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
GEC2;1;L26;1;0;;;;;;;;1;;#1 DUS4101;;1;;DUS41;
GEC3;1;L8;2;2;;;;;;;;;1;#1 DUS4102;;2;;DUS41;
GEC4;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GEC5;2;L8L18;4;4;;;1;;#1 Baseband 6630;;;;;;4;;;BB6630;
GEC6;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;;6;DUS41;
GEC7;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;3;3;;BB5216;
GEC8;1;L8;1;1;;;;;;;;;1;#1 DUS4102;;;2;DUS41;
GEC9;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GECA;1;L8;2;2;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
GECC;1;L8;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GECF;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GED1;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GED2;3;L8L18L26;9;9;;;;;;;;;2;#2 DUS4102;;;18;DUS41;
GED3;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GED5;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GED6;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;3;DUS41;
GED8;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GED9;2;L18L26;6;6;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;3;;BB5216+R503;
GEDB;2;L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;;1;;BB6630;
GEDC;1;L26;3;3;;;;;;;;;1;#1 DUS4102;;;6;DUS41;
GEDD;2;L18L26;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
GEE0;2;L18L26;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GEE2;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
GEE3;2;L18L26;3;3;1;;;;#1 Baseband 5216;;;;;;3;;;BB5216;
GEE4;2;L18L26;7;7;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;7;;;BB5216+R503;
GEE5;2;L18L26;4;4;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;4;;;BB5216+R503;
GEE6;1;L26;1;1;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;1;;;BB5216+R503;
GEF6;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
GEFC;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;9;;;BB6630;
GEFD;3;L8L18L26;6;6;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
GG26;1;L18;2;2;;;;;;;;;1;#1 DUS4102;;;4;DUS41;
GG32;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GG44;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
GG45;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
GG49;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;;;4;BB5216;
GR01;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
GR02;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;3;6;;BB6630;
GR03;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
GR05;1;L8;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR06;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
GR08;4;L8L18L21L26;12;12;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
GR0B;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR0C;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR0D;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GR0E;4;L8L18L21L26;12;12;1;;1;1;#1 Baseband 5216 #1 Baseband 6630 #1 Baseband R503;;;;;;10;;;BB6630;
GR0F;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GR10;1;L26;2;2;;;;;;;;;1;#1 DUS4102;2;;;DUS41;
GR11;2;L8L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GR12;1;L8;3;3;;;;;;;;;1;#1 DUS4102;;3;;DUS41;
GR14;1;L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GR15;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;7;;4;BB6630;
GR16;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GR17;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
GR18;3;L8L18L26;9;9;1;;;1;#1 Baseband 5216 #1 Baseband R503;;;;;;3;3;6;BB5216+R503;
GR1A;1;L18;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR1B;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GR1C;1;L18;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GR1D;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;;;12;DUS41;
GR1E;1;L8;2;2;;;;;;;;1;;#1 DUS4101;;;4;DUS41;
GR1F;2;L8L18;5;5;;;;;;;;1;;#1 DUS4101;;3;4;DUS41;
GR20;3;L8L18L26;9;9;;;1;;#1 Baseband 6630;;;;;;6;;6;BB6630;
GR21;1;L18;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GR24;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;;6;DUS41;
GR25;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;3;3;;DUS41;
GR29;2;L8L18;6;6;;;;;;;;;1;#1 DUS4102;3;3;;DUS41;
GR2A;1;L26;3;3;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR2D;3;L8L18L21;8;5;;;1;;#1 Baseband 6630;;;;;;6;;;BB6630;
GR2E;2;L8L18;6;6;;;1;;#1 Baseband 6630;;;;;;5;;;BB6630;
GR30;2;L8L18;2;2;1;;;;#1 Baseband 5216;;;;;;2;;;BB5216;
GR34;2;L8L18;6;6;1;;;;#1 Baseband 5216;;;;;;6;;;BB5216;
GR36;5;L8L15L18L21L26;10;10;;;2;;#2 Baseband 6630;;;;;;10;;;BB6630;
GR37;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;3;6;DUS41;
GR38;1;L8;2;2;;;1;;#1 Baseband 6630;;;;;;2;;;BB6630;
GR39;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GR3A;2;L8L18;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
GR3D;3;L8L18L21;9;9;;;1;;#1 Baseband 6630;;;;;;7;;;BB6630;
GR3E;3;L8L18L21;6;4;;;1;;#1 Baseband 6630;;;;;;3;;;BB6630;
GR3F;2;L18L26;4;4;1;;;;#1 Baseband 5216;;;;;;4;;;BB5216;
GR41;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;;6;;DUS41;
GR43;2;L8L21;6;6;;;;;;;;1;;#1 DUS4101;;;9;DUS41;
GR44;1;L8;3;3;;;;;;;;1;;#1 DUS4101;;3;;DUS41;
GR45;1;L8;3;3;;;;;;;;1;;#1 DUS4101;3;;;DUS41;
GR46;2;L8L18;4;2;;;;;;;;;1;#1 DUS4102;2;;4;DUS41;
GR47;4;L8L18L21L26;12;12;;;1;;#1 Baseband 6630;;;;;;7;;6;BB6630;
GR48;2;L8L18;6;6;;;;;;;;1;;#1 DUS4101;6;;;DUS41;
GR49;2;L8L18;4;4;;;;;;;;1;;#1 DUS4101;;;8;DUS41;
GR4C;1;L8;3;3;;;;;;;;1;;#1 DUS4101;3;;;DUS41;
